,Employment,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed,Age_>35,Accessibility_Yes,EdLevel_NoHigherEd,EdLevel_Other,EdLevel_PhD,EdLevel_Undergraduate,Gender_NonBinary,Gender_Woman,MentalHealth_Yes,MainBranch_NotDev,Employment_bin,YearsCode_bin,YearsCodePro_bin,PreviousSalary_bin,ComputerSkills_bin
employ897,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ898,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
employ899,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ900,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ901,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ902,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
employ903,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ904,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True
employ905,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
employ906,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ907,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False
employ908,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
employ909,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ910,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ911,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
employ912,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ913,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
employ914,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ915,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True
employ916,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ917,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False
employ918,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ919,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ920,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ921,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
employ922,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ923,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
employ924,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ925,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ926,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ927,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ928,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
employ929,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True
employ930,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
employ931,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
employ932,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False
employ933,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True
employ934,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
employ935,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ936,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ937,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
employ938,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False
employ939,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ940,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ941,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ942,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ943,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ944,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ945,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
employ946,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False
employ947,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ948,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
employ949,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ950,False,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False
employ951,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False
employ952,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ953,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ954,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
employ955,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ956,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
employ957,False,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
employ958,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
employ959,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True
employ960,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ961,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
employ962,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ963,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
employ964,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True
employ965,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ966,True,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ967,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False
employ968,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False
employ969,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ970,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ971,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ972,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
employ973,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ974,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
employ975,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
employ976,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ977,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
employ978,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ979,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ980,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
employ981,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ982,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
employ983,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ984,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True
employ985,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ986,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
employ987,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ988,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ989,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ990,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ991,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False
employ992,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True
employ993,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ994,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ995,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
employ996,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ997,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ998,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
employ999,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False
employ1000,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False
